4.352177603,98.4866198,4.1982742
97.75519268,37.49163354,29.8218515
38.10245087,29.14588842,59.5174557
37.06931025,19.07520989,14.5843227
30.49874668,52.34727726,32.35886427
75.44586095,34.42356477,49.5297223
4.095308178,5.26432733,94.64623671
52.42625759,12.51872579,16.52329695
22.63915903,6.773275018,17.83621351
52.86851041,50.88580224,98.3781648
96.69945266,3.393663979,48.85232897
32.40904263,15.06090753,53.977242
59.40378843,50.33914133,54.9296197
11.57425774,89.69299414,91.6734992
46.59853732,82.52766953,95.4144438
11.77491983,47.31052047,66.6243375
53.73846154,69.16996681,13.2585189
27.21715375,34.86582235,45.86982561
70.4242131,99.94943336,42.24484
88.18963171,77.87719041,22.7549751
12.74456317,20.82645009,45.2639778
73.23737857,67.3205659,83.386894
83.44352268,23.14437518,75.9242641
70.40828126,25.37993346,44.422711
90.42075239,90.98416042,4.2596641
71.05931247,42.74738162,5.47821267
45.1869793,28.60901802,56.37329751
3.635140231,42.3709676,8.81684568
44.6344181,22.36008642,4.8271287
79.38263557,52.38043486,94.44766723
11.8454276,39.50861358,53.26494681
27.1405675,64.3779469,63.86537686
34.65099551,30.33964617,61.2677288
40.14455786,12.36299941,56.55866258
94.26384122,79.13680752,2.26158854
44.21310332,32.26770604,57.6197785
20.54927257,44.75725391,68.5881647
23.7313393,52.41066191,9.44336768
45.36016989,42.13039828,2.99457567
9.524912953,21.13469116,24.3241973
50.85079393,42.28358067,67.8347269
41.01717548,99.47572653,65.1815913
25.79734374,10.39235815,97.674719
63.9886686,33.91715485,15.2791391
49.69152036,58.8726136,12.78817924
14.80862125,77.11599196,82.27865591
21.73659902,65.67624417,82.88555974
72.18403785,42.94425638,43.82386785
39.86383117,96.72168204,33.1453856
28.2726463,66.27097021,25.5154255
13.50021428,75.78509069,7.382638743
42.43184157,87.61721136,13.7176529
63.05703277,65.1975185,27.42553729
92.92645882,98.14872755,31.48274697
18.97179077,56.33794181,49.39679635
34.59407254,61.42758633,56.6712243
83.62445711,20.18153227,23.51755898
3.767232038,74.92643136,78.312845
60.56222919,35.05713411,4.241557677
85.67785928,46.51588628,79.2971254
87.20531404,91.28738099,48.14384469
74.11983177,38.96774196,3.94473318
29.56947354,70.52945285,26.94945432
8.321495707,78.97353437,33.2419698
10.52939229,11.40399779,79.134311
67.78070296,36.26018337,96.57584669
46.76020157,2.394289257,15.21339648
42.24070066,53.09140892,97.1632363
63.73275766,88.01716759,76.51355116
71.03600803,44.77560887,15.47162429
43.00156758,34.91193468,55.8488628
63.71318561,97.75801677,6.46168728
31.51255275,80.76280029,1.42593572
72.13217737,63.45687068,39.87246246
8.771088557,80.86511021,47.681694
83.17969975,83.21046002,72.71622416
64.44904302,74.66501776,35.5355455
40.77695052,82.53386563,78.77338548
86.37286786,17.74689211,71.58275714
86.03962393,41.34131171,1.97794554
96.8230098,63.51218505,7.776719763
25.24909153,80.87202053,32.1589786
3.688218597,33.18812049,12.6412167
96.71930602,7.764520816,32.98883338
52.25664788,82.82399018,2.19457786
9.694844381,21.05639449,98.828994
73.2888398,61.57745081,1.617497
71.09119776,18.84347052,7.4814255
23.50606133,56.86273197,4.115115
99.18929778,37.91449384,18.2242481
5.74066786,38.82714838,3.34116497
47.32195961,21.88434505,63.7472574
37.73349524,49.14191944,91.8914244
25.14076021,41.18093147,98.5833792
10.92653483,27.23776075,64.3117694
10.22764378,81.69786119,89.5821424
43.58744395,30.88528944,38.58961428
88.6162826,78.00706125,91.2119818
86.21573439,87.41478977,1.95734286
49.21408372,91.73257423,2.635121972
